# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# GRO J1655-40   ,    112460201,      253.501,     -39.8458,      344.982,      2.45567,      52151.1
# GRO J1655-40   ,    112460301,      253.501,     -39.8458,      344.982,      2.45567,        52151
# GRO J1655-40   ,    112921301,        253.5,     -39.8458,      344.982,      2.45629,      53428.3
# GRO J1655-40   ,    112921401,        253.5,     -39.8458,      344.982,      2.45629,      53443.7
# GRO J1655-40   ,    112921501,        253.5,     -39.8458,      344.982,      2.45629,      53444.7
# GRO J1655-40   ,    112921601,        253.5,     -39.8458,      344.982,      2.45629,      53445.7
# GRO J1655-40   ,    155762501,        253.5,     -39.8458,      344.982,      2.45629,      53447.7
# GRO J1655-40   ,    155762601,        253.5,     -39.8458,      344.982,      2.45629,      53456.4
# GRO J1655-40_1 ,    400890201,      253.501,     -39.8458,      344.982,      2.45595,      54185.6
# GRO J1655-40_2 ,    400890301,      253.501,     -39.8458,      344.982,      2.45595,      54153.7
#
# Total observation time: 368663.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
           681.157043,            18.202000,             0.060608
           679.812439,            18.238001,             0.061032
           678.473206,            18.274000,             0.058350
           677.139221,            18.309999,             0.055688
           675.810486,            18.346001,             0.058412
           674.487000,            18.382000,             0.053109
           673.168640,            18.417999,             0.054266
           671.855408,            18.454000,             0.051291
           670.547302,            18.490000,             0.049538
           669.244324,            18.525999,             0.047433
           667.946350,            18.562000,             0.050462
           666.653381,            18.598000,             0.046023
           665.365356,            18.634001,             0.045385
           664.082458,            18.670000,             0.051775
           662.804443,            18.705999,             0.048445
           661.531311,            18.742001,             0.045452
           660.263062,            18.778000,             0.041885
           658.999695,            18.813999,             0.042823
           657.741089,            18.850000,             0.041489
           656.487366,            18.886000,             0.035354
           655.238342,            18.922001,             0.032555
           653.994080,            18.958000,             0.033244
           652.754578,            18.993999,             0.032807
           651.519653,            19.030001,             0.036058
           650.289490,            19.066000,             0.033455
           649.063965,            19.101999,             0.038997
           647.843018,            19.138000,             0.034983
           646.626709,            19.174000,             0.030947
           645.414856,            19.209999,             0.034339
           644.207581,            19.246000,             0.030420
           643.004822,            19.282000,             0.031470
           641.806519,            19.318001,             0.030771
           640.612793,            19.354000,             0.029847
           639.423401,            19.389999,             0.027426
           638.238403,            19.426001,             0.029348
           637.057800,            19.462000,             0.027803
           635.881653,            19.497999,             0.024962
           634.709717,            19.534000,             0.026984
           633.542114,            19.570000,             0.023904
           632.378845,            19.606001,             0.022613
           631.219788,            19.642000,             0.025330
           630.065002,            19.677999,             0.023213
           628.914429,            19.714001,             0.019928
           627.768066,            19.750000,             0.023252
           626.625916,            19.785999,             0.021855
           625.487854,            19.822001,             0.022001
           624.353882,            19.858000,             0.021377
           623.224121,            19.893999,             0.025336
           622.098267,            19.930000,             0.018671
           620.976624,            19.966000,             0.018958
           619.859009,            20.002001,             0.018466
           618.745361,            20.038000,             0.019946
           617.635803,            20.073999,             0.019783
           616.530029,            20.110001,             0.018544
           615.428345,            20.146000,             0.017770
           614.330627,            20.181999,             0.017409
           613.236694,            20.218000,             0.018834
           612.146729,            20.254000,             0.016533
