# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# Serpens X-1    ,     84020401,      279.987,        5.035,      36.1162,      4.84384,      53086.6
# Serpens X-1    ,     84020501,      279.987,        5.035,      36.1162,      4.84384,      53088.6
# Serpens X-1    ,     84020601,      279.987,        5.035,      36.1162,      4.84384,      53090.6
#
# Total observation time: 65590.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
           603.564392,            20.542000,             0.005564
           602.508484,            20.577999,             0.004856
           601.456238,            20.614000,             0.004964
           600.407776,            20.650000,             0.004489
           599.362793,            20.686001,             0.005075
           598.321533,            20.722000,             0.004935
           597.283936,            20.757999,             0.000000
           596.249878,            20.794001,             0.000000
           595.219421,            20.830000,             0.005475
           594.192444,            20.865999,             0.004322
           593.169006,            20.902000,             0.004250
           592.149170,            20.938000,             0.004416
           591.132812,            20.974001,             0.003786
           590.119934,            21.010000,             0.003861
           589.110535,            21.046000,             0.003667
           588.104492,            21.082001,             0.004312
           587.101990,            21.118000,             0.004041
           586.102844,            21.153999,             0.003859
           585.107117,            21.190001,             0.003098
           584.114746,            21.226000,             0.003081
           583.125793,            21.261999,             0.004428
           582.140076,            21.298000,             0.003706
           581.157776,            21.334000,             0.003581
           580.178711,            21.370001,             0.003236
           579.203003,            21.406000,             0.003619
           578.230591,            21.441999,             0.002582
           577.261353,            21.478001,             0.002648
           576.295410,            21.514000,             0.003559
           575.332703,            21.549999,             0.003004
           574.373169,            21.586000,             0.002399
           573.416870,            21.622000,             0.002964
           572.463745,            21.658001,             0.002242
           571.513733,            21.694000,             0.002698
           570.566956,            21.730000,             0.002601
           569.623291,            21.766001,             0.003139
           568.682678,            21.802000,             0.002867
           567.745239,            21.837999,             0.002834
           566.810791,            21.874001,             0.002919
           565.879517,            21.910000,             0.002924
           564.951233,            21.945999,             0.002168
           564.026001,            21.982000,             0.002803
           563.103882,            22.018000,             0.002152
           562.184570,            22.054001,             0.002528
           561.268433,            22.090000,             0.002543
           560.355225,            22.125999,             0.002881
           559.444946,            22.162001,             0.002853
           558.537720,            22.198000,             0.002769
           557.633362,            22.233999,             0.002163
           556.731873,            22.270000,             0.002367
           555.833374,            22.306000,             0.002234
           554.937805,            22.341999,             0.001644
           554.045044,            22.378000,             0.002195
           553.155151,            22.414000,             0.002878
           552.268127,            22.450001,             0.002279
           551.383972,            22.486000,             0.002235
           550.502625,            22.521999,             0.002555
           549.624084,            22.558001,             0.002226
           548.748291,            22.594000,             0.002205
           547.875427,            22.629999,             0.002048
           547.005127,            22.666000,             0.002010
           546.137817,            22.702000,             0.002168
           545.273132,            22.738001,             0.002550
           544.411133,            22.774000,             0.003480
           543.551941,            22.809999,             0.003724
           542.695374,            22.846001,             0.004113
           541.841614,            22.882000,             0.004005
           540.990479,            22.917999,             0.004587
           540.141968,            22.954000,             0.005434
           539.296204,            22.990000,             0.005593
           538.453064,            23.025999,             0.006098
           537.612488,            23.062000,             0.005057
           536.774597,            23.098000,             0.006511
           535.939270,            23.134001,             0.007141
           535.106567,            23.170000,             0.007986
           534.276428,            23.205999,             0.006856
           533.448914,            23.242001,             0.006791
           532.623901,            23.278000,             0.006819
           531.801514,            23.313999,             0.005780
           530.981567,            23.350000,             0.004317
           530.164185,            23.386000,             0.004899
           529.349304,            23.422001,             0.005310
           528.536926,            23.458000,             0.004001
           527.727051,            23.493999,             0.002556
           526.919678,            23.530001,             0.003382
           526.114685,            23.566000,             0.005434
           525.312256,            23.601999,             0.006050
           524.512207,            23.638000,             0.006099
           523.714600,            23.674000,             0.006575
           522.919495,            23.709999,             0.006003
           522.126648,            23.746000,             0.006109
           521.336304,            23.782000,             0.006286
           520.548279,            23.818001,             0.006063
           519.762695,            23.854000,             0.006170
           518.979492,            23.889999,             0.006516
           518.198547,            23.926001,             0.005220
           517.420105,            23.962000,             0.005731
           516.643860,            23.997999,             0.005714
           515.869995,            24.034000,             0.005726
           515.098511,            24.070000,             0.005546
           514.329163,            24.106001,             0.006259
           513.562256,            24.142000,             0.005651
           512.797546,            24.177999,             0.004817
           512.035156,            24.214001,             0.005065
           511.275055,            24.250000,             0.005110
           510.517151,            24.285999,             0.004700
           509.761505,            24.322001,             0.004722
           509.008087,            24.358000,             0.004595
           508.256989,            24.393999,             0.004669
           507.507965,            24.430000,             0.004636
           506.761200,            24.466000,             0.004778
           506.016602,            24.502001,             0.004437
           505.274231,            24.538000,             0.004901
           504.534058,            24.573999,             0.004043
           503.796021,            24.610001,             0.004569
           503.060120,            24.646000,             0.004276
           502.326416,            24.681999,             0.004674
           501.594757,            24.718000,             0.003599
           500.865326,            24.754000,             0.003760
           500.137939,            24.790001,             0.003613
           499.412659,            24.826000,             0.004352
           498.689575,            24.862000,             0.004201
           497.968445,            24.898001,             0.004035
           497.249512,            24.934000,             0.003645
           496.532623,            24.969999,             0.004049
           495.817780,            25.006001,             0.003514
           495.105042,            25.042000,             0.003580
           494.394287,            25.077999,             0.003010
           493.685547,            25.114000,             0.002891
           492.978882,            25.150000,             0.002232
           492.274231,            25.186001,             0.003220
           491.571625,            25.222000,             0.003467
           490.871033,            25.257999,             0.003144
           490.172333,            25.294001,             0.002870
           489.475708,            25.330000,             0.003021
           488.781067,            25.365999,             0.003163
           488.088318,            25.402000,             0.002304
           487.397583,            25.438000,             0.002940
           486.708740,            25.474001,             0.002919
           486.021973,            25.510000,             0.002545
           485.337036,            25.546000,             0.002814
           484.654053,            25.582001,             0.003027
           483.972961,            25.618000,             0.002486
           483.293823,            25.653999,             0.002552
           482.616577,            25.690001,             0.002646
           481.941193,            25.726000,             0.002173
           481.267792,            25.761999,             0.002529
           480.596130,            25.798000,             0.002424
           479.926483,            25.834000,             0.002523
           479.258575,            25.870001,             0.002327
           478.592621,            25.906000,             0.002261
           477.928467,            25.941999,             0.002448
           477.266083,            25.978001,             0.002449
           476.605682,            26.014000,             0.001901
           475.946991,            26.049999,             0.002215
           475.290192,            26.086000,             0.002095
           474.635162,            26.122000,             0.001685
           473.981934,            26.158001,             0.002423
           473.330505,            26.194000,             0.002384
           472.680908,            26.230000,             0.001942
           472.033020,            26.266001,             0.001845
           471.386963,            26.302000,             0.001710
           470.742645,            26.337999,             0.001993
           470.100067,            26.374001,             0.001579
           469.459290,            26.410000,             0.001775
           468.820251,            26.445999,             0.001561
           468.182922,            26.482000,             0.001423
           467.547302,            26.518000,             0.001355
           466.913452,            26.554001,             0.001211
           466.281281,            26.590000,             0.001651
           465.650848,            26.625999,             0.001663
           465.022125,            26.662001,             0.001894
           464.395050,            26.698000,             0.001746
           463.769775,            26.733999,             0.001257
           463.145996,            26.770000,             0.001320
           462.524078,            26.806000,             0.001367
           461.903717,            26.841999,             0.001396
           461.285065,            26.878000,             0.001595
           460.668060,            26.914000,             0.001425
           460.052673,            26.950001,             0.001181
           459.438965,            26.986000,             0.001159
           458.826843,            27.021999,             0.001426
           458.216400,            27.058001,             0.001084
           457.607574,            27.094000,             0.001388
           457.000366,            27.129999,             0.001080
           456.394745,            27.166000,             0.001546
           455.790741,            27.202000,             0.001178
           455.188293,            27.238001,             0.001228
           454.587494,            27.274000,             0.001142
           453.988281,            27.309999,             0.001502
           453.390594,            27.346001,             0.001242
           452.794556,            27.382000,             0.001293
           452.200012,            27.417999,             0.001142
           451.607056,            27.454000,             0.001010
           451.015625,            27.490000,             0.000968
           450.425781,            27.525999,             0.000933
           449.837463,            27.562000,             0.001157
           449.250641,            27.598000,             0.000815
           448.665405,            27.634001,             0.000711
           448.081635,            27.670000,             0.001299
           447.499481,            27.705999,             0.000855
           446.918732,            27.742001,             0.000954
           446.339539,            27.778000,             0.001190
           445.761871,            27.813999,             0.000826
           445.185608,            27.850000,             0.000376
           444.610931,            27.886000,             0.001220
           444.037659,            27.922001,             0.001148
           443.465912,            27.958000,             0.001117
           442.895630,            27.993999,             0.000533
           442.326752,            28.030001,             0.001004
           441.759399,            28.066000,             0.000491
           441.193512,            28.101999,             0.001493
           440.628998,            28.138000,             0.000772
           440.066010,            28.174000,             0.000556
           439.504425,            28.209999,             0.001287
           438.944244,            28.246000,             0.000862
           438.385529,            28.282000,             0.001254
           437.828186,            28.318001,             0.000829
           437.272369,            28.354000,             0.000804
           436.717834,            28.389999,             0.001381
           436.164764,            28.426001,             0.000965
           435.613068,            28.462000,             0.000463
           435.062805,            28.497999,             0.001558
           434.513916,            28.534000,             0.000983
           433.966370,            28.570000,             0.000814
           433.420227,            28.606001,             0.001040
           432.875458,            28.642000,             0.000623
           432.332123,            28.677999,             0.000908
           431.790039,            28.714001,             0.000987
           431.249390,            28.750000,             0.000721
           430.710083,            28.785999,             0.000434
           430.172058,            28.822001,             0.000977
           429.635437,            28.858000,             0.000791
           429.100128,            28.893999,             0.001243
           428.566162,            28.930000,             0.000114
           428.033539,            28.966000,             0.000945
           427.502258,            29.002001,             0.000514
           426.972229,            29.038000,             0.000491
           426.443604,            29.073999,             0.000624
           425.916138,            29.110001,             0.000376
           425.390137,            29.146000,             0.000410
           424.865326,            29.181999,             0.000549
